Theme	GIS Source Data Name	DESCRIPTION	Catchment Item Name	Divergence Item Name	Total Upstream Item Name	UNITS 	Science Base Link	Download Link	Source Link														
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_1997	ACC_DEP_CA_1997	TOT_DEP_CA_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_1997	ACC_DEP_NO3_1997	TOT_DEP_NO3_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_1997	ACC_DEP_SO4_1997	TOT_DEP_SO4_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_1997	ACC_DEP_N_1997	TOT_DEP_N_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_1997	ACC_DEP_MG_1997	TOT_DEP_MG_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_1997	ACC_DEP_NH4_1997	TOT_DEP_NH4_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1997	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_1997	ACC_DEP_CL_1997	TOT_DEP_CL_1997	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_1998	ACC_DEP_CA_1998	TOT_DEP_CA_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_1998	ACC_DEP_NO3_1998	TOT_DEP_NO3_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_1998	ACC_DEP_SO4_1998	TOT_DEP_SO4_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_1998	ACC_DEP_N_1998	TOT_DEP_N_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_1998	ACC_DEP_MG_1998	TOT_DEP_MG_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_1998	ACC_DEP_NH4_1998	TOT_DEP_NH4_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1998	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_1998	ACC_DEP_CL_1998	TOT_DEP_CL_1998	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_1999	ACC_DEP_CA_1999	TOT_DEP_CA_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_1999	ACC_DEP_NO3_1999	TOT_DEP_NO3_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_1999	ACC_DEP_SO4_1999	TOT_DEP_SO4_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_1999	ACC_DEP_N_1999	TOT_DEP_N_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_1999	ACC_DEP_MG_1999	TOT_DEP_MG_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_1999	ACC_DEP_NH4_1999	TOT_DEP_NH4_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_1999	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_1999	ACC_DEP_CL_1999	TOT_DEP_CL_1999	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2000	ACC_DEP_CA_2000	TOT_DEP_CA_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2000	ACC_DEP_NO3_2000	TOT_DEP_NO3_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2000	ACC_DEP_SO4_2000	TOT_DEP_SO4_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2000	ACC_DEP_N_2000	TOT_DEP_N_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2000	ACC_DEP_MG_2000	TOT_DEP_MG_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2000	ACC_DEP_NH4_2000	TOT_DEP_NH4_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2000	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2000	ACC_DEP_CL_2000	TOT_DEP_CL_2000	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2001	ACC_DEP_CA_2001	TOT_DEP_CA_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2001	ACC_DEP_NO3_2001	TOT_DEP_NO3_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2001	ACC_DEP_SO4_2001	TOT_DEP_SO4_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2001	ACC_DEP_N_2001	TOT_DEP_N_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2001	ACC_DEP_MG_2001	TOT_DEP_MG_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2001	ACC_DEP_NH4_2001	TOT_DEP_NH4_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2001	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2001	ACC_DEP_CL_2001	TOT_DEP_CL_2001	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2002	ACC_DEP_CA_2002	TOT_DEP_CA_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2002	ACC_DEP_NO3_2002	TOT_DEP_NO3_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2002	ACC_DEP_SO4_2002	TOT_DEP_SO4_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2002	ACC_DEP_N_2002	TOT_DEP_N_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2002	ACC_DEP_MG_2002	TOT_DEP_MG_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2002	ACC_DEP_NH4_2002	TOT_DEP_NH4_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2002	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2002	ACC_DEP_CL_2002	TOT_DEP_CL_2002	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2003	ACC_DEP_CA_2003	TOT_DEP_CA_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2003	ACC_DEP_NO3_2003	TOT_DEP_NO3_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2003	ACC_DEP_SO4_2003	TOT_DEP_SO4_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2003	ACC_DEP_N_2003	TOT_DEP_N_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2003	ACC_DEP_MG_2003	TOT_DEP_MG_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2003	ACC_DEP_NH4_2003	TOT_DEP_NH4_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2003	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2003	ACC_DEP_CL_2003	TOT_DEP_CL_2003	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2004	ACC_DEP_CA_2004	TOT_DEP_CA_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2004	ACC_DEP_NO3_2004	TOT_DEP_NO3_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2004	ACC_DEP_SO4_2004	TOT_DEP_SO4_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2004	ACC_DEP_N_2004	TOT_DEP_N_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2004	ACC_DEP_MG_2004	TOT_DEP_MG_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2004	ACC_DEP_NH4_2004	TOT_DEP_NH4_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2004	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2004	ACC_DEP_CL_2004	TOT_DEP_CL_2004	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2005	ACC_DEP_CA_2005	TOT_DEP_CA_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2005	ACC_DEP_NO3_2005	TOT_DEP_NO3_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2005	ACC_DEP_SO4_2005	TOT_DEP_SO4_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2005	ACC_DEP_N_2005	TOT_DEP_N_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2005	ACC_DEP_MG_2005	TOT_DEP_MG_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2005	ACC_DEP_NH4_2005	TOT_DEP_NH4_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2005	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2005	ACC_DEP_CL_2005	TOT_DEP_CL_2005	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2006	ACC_DEP_CA_2006	TOT_DEP_CA_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2006	ACC_DEP_NO3_2006	TOT_DEP_NO3_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2006	ACC_DEP_SO4_2006	TOT_DEP_SO4_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2006	ACC_DEP_N_2006	TOT_DEP_N_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2006	ACC_DEP_MG_2006	TOT_DEP_MG_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2006	ACC_DEP_NH4_2006	TOT_DEP_NH4_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2006	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2006	ACC_DEP_CL_2006	TOT_DEP_CL_2006	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2007	ACC_DEP_CA_2007	TOT_DEP_CA_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2007	ACC_DEP_NO3_2007	TOT_DEP_NO3_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2007	ACC_DEP_SO4_2007	TOT_DEP_SO4_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2007	ACC_DEP_N_2007	TOT_DEP_N_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2007	ACC_DEP_MG_2007	TOT_DEP_MG_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2007	ACC_DEP_NH4_2007	TOT_DEP_NH4_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2007	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2007	ACC_DEP_CL_2007	TOT_DEP_CL_2007	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2008	ACC_DEP_CA_2008	TOT_DEP_CA_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2008	ACC_DEP_NO3_2008	TOT_DEP_NO3_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2008	ACC_DEP_SO4_2008	TOT_DEP_SO4_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2008	ACC_DEP_N_2008	TOT_DEP_N_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2008	ACC_DEP_MG_2008	TOT_DEP_MG_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2008	ACC_DEP_NH4_2008	TOT_DEP_NH4_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2008	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Chloride	CAT_DEP_CL_2008	ACC_DEP_CL_2008	TOT_DEP_CL_2008	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Calcium	CAT_DEP_CA_2009	ACC_DEP_CA_2009	TOT_DEP_CA_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Nitrate	CAT_DEP_NO3_2009	ACC_DEP_NO3_2009	TOT_DEP_NO3_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Sulfate	CAT_DEP_SO4_2009	ACC_DEP_SO4_2009	TOT_DEP_SO4_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Inorganic Nitrogen	CAT_DEP_N_2009	ACC_DEP_N_2009	TOT_DEP_N_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Magnesium	CAT_DEP_MG_2009	ACC_DEP_MG_2009	TOT_DEP_MG_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
Chemical	NADP_2009	National Atmospheric Deposition Program (NADP) National Trends Network average of annual precipitation-weighted mean atmospheric deposition of Ammoniu	CAT_DEP_NH4_2009	ACC_DEP_NH4_2009	TOT_DEP_NH4_2009	kilograms per hectare	https://www.sciencebase.gov/catalog/item/57e2ac2fe4b0908250045981																
